17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,36,17,39,37,38,17,18,17,17,17,17,17,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,5,17,17,17,17,17,17,17,17,17,18,18,18,17,17,17,32,17,36,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,36,35,33,17,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,17
17,17,17,17,17,5,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,17,17,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,4,17,17,17,17,17,17,17,17,17,17,10,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,34,37,17,17,17,17,17,17,17,17,17,17,17,14,17,17,17,17,17
17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,32,37,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,3,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,3,17,17,17,17,17,17,17,17,17,17
17,17,17,17,-1,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,17,17,17,17,39,17,17,18,17,17,17,17,17,17,-1,17,17,17,17,17,14,17,17
17,17,17,9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,17,17,17,17,17,18,5,18,17,17,17,8,17,17,17,17,2,17,17,17,17,15
13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,36,17,17,17,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17
17,1,17,17,17,17,17,17,17,17,17,17,17,38,17,17,17,34,17,18,18,18,18,36,17,17,39,17,17,17,17,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,-1,-1,17,17,17,18,18,17,17,17,17,18,18,18,18,18,18,18,17,17,17,35,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,13,17,17,17,17,17
17,17,17,17,17,17,17,-1,-1,5,18,18,18,18,18,17,35,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17
17,17,17,2,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,39,17,38,39,18,18,18,18,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,37,17,18,18,17,6,17,17
6,17,17,17,17,35,17,17,38,18,18,18,18,18,18,18,18,18,33,39,17,17,17,34,18,18,18,32,37,17,36,17,17,18,18,18,17,17,18,18,18,17,17,17,17,18,18,18,17,17
17,17,17,18,18,17,17,36,17,17,18,18,18,18,18,18,18,17,17,17,17,17,17,34,17,18,18,32,17,37,17,38,17,18,18,18,36,17,18,18,17,36,17,17,17,17,18,18,18,18
18,18,18,18,18,17,17,17,17,17,17,18,18,18,18,18,18,17,17,17,36,17,17,17,17,18,18,18,18,36,36,18,18,18,18,18,17,17,18,18,17,17,34,17,17,37,18,18,18,18
18,18,18,18,18,18,17,17,17,32,18,18,18,18,18,18,18,33,17,17,17,17,36,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,39,17,17,17,17,18,18,18
18,17,-1,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,38,37,17,34,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,35,17,17,33,17,17,17,33,18,18,18
